2016-09-27,Giants,• Mac Williamson,placed on 60-day DL with strained quadricep
2016-09-28,Reds,• Zack Cozart,transferred to 60-day DL with sore right knee
2017-02-14,Rangers,• Prince Fielder,placed on 60-day DL with herniated discs in neck
2017-02-24,Nationals,• Jose Marmolejos,placed on 60-day DL with strained left forearm
2017-02-25,Braves,• Sean Rodriguez,placed on 60-day DL recovering from surgery on left shoulder
2017-03-28,Diamondbacks,• Socrates Brito,placed on 60-day DL with dislocated left ring finger
2017-03-31,Rays,• Wilson Ramos,placed on 60-day DL recovering from surgery on right knee to repair torn ACL
2017-04-02,Yankees,• Tyler Austin,placed on 60-day DL with fractured left ankle
2017-04-02,Royals,• Hunter Dozier,placed on 60-day DL with strained left oblique
2017-04-07,Padres,• Alex Dickerson,transferred to 60-day DL with protruding disc in back / tightness in lower back
2017-04-15,Athletics,• Jake Smolinski,transferred to 60-day DL recovering from surgery on right shoulder
2017-04-20,Athletics,• Marcus Semien,transferred to 60-day DL with bruised right wrist
2017-04-20,Mets,• David Wright,transferred to 60-day DL with herniated cervical disc
2017-04-21,White Sox,• Charlie Tilson,transferred to 60-day DL with stress reaction in right foot
2017-04-22,Blue Jays,• Dalton Pompey,transferred to 60-day DL with concussion
2017-04-26,Giants,• Jarrett Parker,transferred to 60-day DL with fractured right collarbone
2017-05-02,Mariners,• Shawn O'Malley,transferred to 60-day DL recovering from appendectomy / tendinitis in right shoulder
2017-05-08,Braves,• Micah Johnson,transferred to 60-day DL with fractured left wrist
2017-05-09,Dodgers,• Andre Ethier,transferred to 60-day DL with herniated lumbar disc
2017-05-09,Marlins,• Miguel Rojas,placed on 60-day DL with fractured right thumb
2017-05-15,White Sox,• Geovany Soto,transferred to 60-day DL with right elbow inflammation
2017-05-16,Rangers,• Hanser Alberto,transferred to 60-day DL with tightness in right shoulder
2017-05-26,Dodgers,• Andrew Toles,transferred to 60-day DL with torn ACL in right knee
2017-05-28,Red Sox,• Marco Hernandez,transferred to 60-day DL with surgery on left shoulder
2017-06-01,Nationals,• Adam Eaton,transferred to 60-day DL with torn ACL in left knee (out for season)
2017-06-01,Royals,• Paulo Orlando,placed on 60-day DL with fractured shin
2017-06-02,Dodgers,• Rob Segedin,transferred to 60-day DL with strained right big toe
2017-06-06,Padres,• Travis Jankowski,transferred to 60-day DL with bone bruise in right foot
2017-06-09,Rays,• Matt Duffy,transferred to 60-day DL recovering from surgery on left Achilles
2017-06-23,Blue Jays,• Devon Travis,transferred to 60-day DL with bone bruise in right knee
2017-06-24,Red Sox,• Brock Holt,transferred to 60-day DL with vertigo
2017-06-27,Rays,• Kevin Kiermaier,transferred to 60-day DL with fractured right hip
2017-06-27,Rockies,• David Dahl,transferred to 60-day DL with stress reaction in ribcage
2017-06-29,Yankees,• Greg Bird,transferred to 60-day DL with bruised right ankle
2017-07-01,Yankees,• Dustin Fowler,transferred to 60-day DL with ruptured patella tendon in right knee
2017-07-03,Blue Jays,• Darrell Ceciliani,transferred to 60-day DL with left shoulder subluxation
2017-07-05,Orioles,• Ryan Flaherty,transferred to 60-day DL with right shoulder tendinitis / strained right shoulder
2017-07-23,Nationals,• Jayson Werth,transferred to 60-day DL with bruised left foot
2017-07-27,Diamondbacks,• Yasmany Tomas,transferred to 60-day DL with right groin tendinitis
2017-07-29,Dodgers,• Adrian Gonzalez,transferred to 60-day DL with sore lower back
2017-07-31,Diamondbacks,• Chris Owings,placed on 60-day DL with fractured right middle finger
2017-07-31,Diamondbacks,• Nick Ahmed,transferred to 60-day DL with fractured right hand
2017-07-31,Orioles,• J.J. Hardy,transferred to 60-day DL with fractured right wrist
2017-07-31,Red Sox,• Josh Rutledge,transferred to 60-day DL with concussion
2017-08-04,Dodgers,• Franklin Gutierrez,transferred to 60-day DL with ankylosing spondylitis
2017-08-09,Blue Jays,• Troy Tulowitzki,transferred to 60-day DL with sprained right ankle
2017-08-16,Nationals,• Trea Turner,transferred to 60-day DL with fractured right wrist
2017-08-26,Royals,• Bubba Starling,placed on 60-day DL with strained right oblique
2017-08-28,Nationals,• Stephen Drew,transferred to 60-day DL with strained abdominal muscle
2017-08-29,Nationals,• Ryan Raburn,transferred to 60-day DL with strained left trapezius muscle
2017-09-03,Tigers,• Victor Martinez,transferred to 60-day DL with irregular heartbeat
2017-09-05,Braves,• Danny Santana,transferred to 60-day DL with strained left quadriceps
2017-09-10,Pirates,• Josh Harrison,transferred to 60-day DL with fractured metacarpal in left hand
2017-09-13,Phillies,• Daniel Nava,placed on 60-day DL with strained back
2017-09-14,Giants,• Michael Morse,transferred to 60-day DL with concussion
2017-09-20,Giants,• Brandon Belt,transferred to 60-day DL transferred to 10-day DL with concussion
2017-09-29,Dodgers,• O'Koyea Dickson,placed on 60-day DL with left shoulder subluxation
2018-03-29,Blue Jays,• Troy Tulowitzki,placed on 60-day DL with bone spurs in both heels / right heel (out for season)
2018-03-29,Red Sox,• Marco Hernandez,placed on 60-day DL recovering from surgery on left shoulder (out for season)
2018-04-03,Padres,• Allen Cordoba,transferred to 60-day DL with concussion
2018-04-13,Marlins,• Garrett Cooper,transferred to 60-day DL with bruised right wrist
2018-04-13,Mets,• Travis d'Arnaud,transferred to 60-day DL with torn UCL in right elbow (out for season)
2018-04-16,Nationals,• Jhonatan Solano,transferred to 60-day DL with bone spurs in right elbow (out for season)
2018-04-17,Rays,• Kevin Kiermaier,transferred to 60-day DL with torn ligament in right thumb
2018-04-27,Mets,• David Wright,"transferred to 60-day DL with shoulder, lower back injury"
2018-05-02,Rangers,• Elvis Andrus,transferred to 60-day DL with fractured right elbow
2018-05-02,Yankees,• Jacoby Ellsbury,transferred to 60-day DL with strained right oblique muscle (out for season)
2018-05-08,Brewers,• Stephen Vogt,transferred to 60-day DL with strained right shoulder (out for season)
2018-05-11,Nationals,• Adam Eaton,transferred to 60-day DL with bone bruise in left ankle
2018-05-12,Dodgers,• Corey Seager,transferred to 60-day DL recovering from surgery on UCL in right elbow (out for season)
2018-05-13,Orioles,• Tim Beckham,transferred to 60-day DL with strained left groin
2018-05-21,Nationals,• Howie Kendrick,transferred to 60-day DL with torn right Achilles tendon (out for season)
2018-05-30,Mets,• Juan Lagares,transferred to 60-day DL with surgery on left toe to repair torn plantar plate (out for season)
2018-06-07,Athletics,• Boog Powell,transferred to 60-day DL with sprained right knee
2018-06-07,Twins,• Jason Castro,transferred to 60-day DL with surgery on right knee to repair torn meniscus (out for season)
2018-06-11,Orioles,• Colby Rasmus,transferred to 60-day DL with strained left hip flexor
2018-06-21,Padres,• Franchy Cordero,transferred to 60-day DL with strained right forearm (out for season)
2018-06-23,Angels,• Rene Rivera,transferred to 60-day DL with right knee inflammation
2018-06-25,Orioles,• Luis Sardinas,transferred to 60-day DL with strained lower back
2018-06-28,Angels,• Zack Cozart,transferred to 60-day DL with left shoulder subluxation (out for season)
2018-06-30,Nationals,• Ryan Zimmerman,transferred to 60-day DL with strained right oblique
2018-07-02,Brewers,• Nick Franklin,transferred to 60-day DL with strained right quadriceps
2018-07-02,Tigers,• Miguel Cabrera,transferred to 60-day DL with ruptured biceps tendon in left arm (out for season)
2018-07-10,Phillies,• Pedro Florimon Jr.,transferred to 60-day DL with fractured right foot
2018-07-20,Indians,• Lonnie Chisenhall,transferred to 60-day DL with strained left calf (out for season)
2018-07-26,Reds,• Alex Blandino,transferred to 60-day DL with torn ACL in right knee (out for season)
2018-07-30,Blue Jays,• Josh Donaldson,transferred to 60-day DL with tightness in left calf
2018-07-31,Mets,• Yoenis Cespedes,transferred to 60-day DL with twin heel calcifications (out for season)
2018-07-31,Reds,• Jesse Winker,transferred to 60-day DL with right shoulder subluxation (out for season)
2018-07-31,Royals,• Cheslor Cuthbert,transferred to 60-day DL with strained lower back (out for season)
2018-08-04,Red Sox,• Dustin Pedroia,transferred to 60-day DL with left knee inflammation (out for season)
2018-08-05,Athletics,• Jake Smolinski,placed on 60-day DL with blood clot in left calf
2018-08-12,Royals,• Jorge Soler,transferred to 60-day DL with fractured left toe (out for season)
2018-08-14,Angels,• Chris Young,transferred to 60-day DL with strained left hamstring (out for season)
2018-08-17,Mets,• Phillip Evans,transferred to 60-day DL with fractured tibia in left leg (out for season)
2018-08-18,Giants,• Pablo Sandoval,transferred to 60-day DL with strained right hamstring (out for season)
2018-08-21,Cardinals,• Dexter Fowler,transferred to 60-day DL with fractured left foot (out for season)
2018-08-29,Giants,• Buster Posey,transferred to 60-day DL with surgery on right hip (out for season)
2018-08-31,Indians,• Leonys Martin,transferred to 60-day DL with illness (out for season)
2018-09-02,Braves,• Michael Reed,placed on 60-day DL with strained left lower back
2018-09-03,Angels,• Albert Pujols,transferred to 60-day DL recovering from surgery on left knee (out for season)
2018-09-03,Diamondbacks,• Jake Lamb,transferred to 60-day DL with bruised left shoulder (out for season)
2018-09-03,Twins,• Logan Morrison,transferred to 60-day DL with left hip impingement (out for season)
2018-09-04,Diamondbacks,• Daniel Robertson,transferred to 60-day DL with sprained left thumb (out for season)
2018-09-04,Indians,• Tyler Naquin,transferred to 60-day DL with strained right hip (out for season)
2018-09-04,Marlins,• Garrett Cooper,transferred to 60-day DL with sprained right wrist (out for season)
2018-09-04,Marlins,• Martin Prado,placed on 60-day DL with strained right abdominal muscle (out for season)
2018-09-04,Cubs,• Mark Zagunis,placed on 60-day DL with right shoulder inflammation (out for season)
2018-09-04,Rockies,• Yonathan Daza,placed on 60-day DL with strained left shoulder (out for season)
2018-09-06,Diamondbacks,• Jarrod Dyson,transferred to 60-day DL with strained right groin (out for season)
2018-09-06,Tigers,• John Hicks,transferred to 60-day DL with strained right groin (out for season)
2018-09-11,Orioles,• Mark Trumbo,transferred to 60-day DL with surgery on right knee (out for season)
2018-09-14,Tigers,• Jose Iglesias,transferred to 60-day DL with strained lower abdominal muscle (out for season)
2018-09-18,Yankees,• Clint Frazier,transferred to 60-day DL transferred to 10-day DL with concussion (out for season)
2018-09-24,Orioles,• Austin Hays,placed on 60-day DL recovering from surgery on right ankle (out for season)
2018-09-26,Blue Jays,• Brandon Drury,transferred to 60-day DL with fractured left hand (out for season)
2018-09-29,Diamondbacks,• Christian Walker,placed on 60-day DL with facial fractures (out for season)
2019-03-03,Rangers,• Scott Heineman,placed on 60-day IL recovering from surgery on left shoulder
2019-03-19,Athletics,• Chris Herrmann,placed on 60-day IL with surgery on right knee
2019-03-25,Blue Jays,• Devon Travis,placed on 60-day IL recovering from surgery on left knee
2019-03-25,Orioles,• Mark Trumbo,placed on 60-day IL with recovering from surgery on right knee
2019-03-27,Padres,• Travis Jankowski,placed on 60-day IL with fractured left wrist
2019-03-30,Mariners,• Kyle Seager,transferred to 60-day IL recovering from surgery on left hand
2019-04-02,Blue Jays,• Dalton Pompey,transferred to 60-day IL with concussion
2019-04-06,Yankees,• Didi Gregorius,transferred to 60-day IL recovering from surgery on right elbow
2019-04-16,Yankees,• Jacoby Ellsbury,transferred to 60-day IL recovering fronm surgery on left hip
2019-04-20,Pirates,• Erik Gonzalez,placed on 60-day IL with fractured left clavicle
2019-04-23,Angels,• Justin Upton,transferred to 60-day IL with turf toe on left foot
2019-05-03,Reds,• Scooter Gennett,transferred to 60-day IL with strained right groin
2019-05-05,White Sox,• Jon Jay,transferred to 60-day IL with strained right hip
2019-05-06,Mets,• Yoenis Cespedes,transferred to 60-day IL recovering from surgery on left and right heel
2019-05-10,Rays,• Matt Duffy,transferred to 60-day IL with tightness in left hamstring
2019-05-12,Yankees,• Greg Bird,transferred to 60-day IL with torn plantar fascia in left foot
2019-05-20,Mets,• Jed Lowrie,transferred to 60-day IL with sprained left knee capsule
2019-05-21,Yankees,• Miguel Andujar,transferred to 60-day IL recovering from surgery on right shoulder to repair torn labrum
2019-05-25,Pirates,• Lonnie Chisenhall,transferred to 60-day IL with fractured right index finger
2019-05-27,Red Sox,• Dustin Pedroia,transferred to 60-day IL with left knee injury
2019-05-27,Pirates,• Corey Dickerson,transferred to 60-day IL with strained right shoulder
2019-05-28,Angels,• Michael Hermosillo,transferred to 60-day IL with core muscle injury
2019-06-07,Yankees,• Troy Tulowitzki,transferred to 60-day IL with strained left calf
2019-06-09,Tigers,• Josh Harrison,transferred to 60-day IL with strained left hamstring tendon
2019-06-15,Indians,• Bradley Zimmer,transferred to 60-day IL with recovering from surgery on right shoulder
2019-06-17,Padres,• Franchy Cordero,transferred to 60-day IL with sprained right elbow
2019-06-21,Marlins,• Chad Wallach,transferred to 60-day IL with concussion
2019-06-22,Rays,• Anthony Bemboom,transferred to 60-day IL with sprained left knee
2019-06-24,Phillies,• Andrew McCutchen,transferred to 60-day IL with torn ACL in left knee
2019-06-27,Diamondbacks,• Steven Souza Jr.,transferred to 60-day IL with surgery on left knee
2019-06-27,Dodgers,• AJ Pollock,transferred to 60-day IL with right elbow inflammation
2019-07-12,Angels,• Zack Cozart,transferred to 60-day IL with surgery on left shoulder
2019-07-12,Astros,• Carlos Correa,transferred to 60-day IL with fractured ribs
2019-07-13,Rays,• Christian Arroyo,transferred to 60-day IL with right forearm tendinitis
2019-07-17,Rockies,• Brendan Rodgers,transferred to 60-day IL with surgery on right shoulder
2019-07-24,Pirates,• Francisco Cervelli,transferred to 60-day IL with concussion
2019-07-24,Tigers,• Grayson Greiner,transferred to 60-day IL with strained lower back
2019-07-26,Mariners,• Ryon Healy,transferred to 60-day IL with lower back inflammation / spinal stenosis
2019-07-30,Cardinals,• Jedd Gyorko,transferred to 60-day IL with strained lower back
2019-07-31,Diamondbacks,• Blake Swihart,transferred to 60-day IL with strained right oblique muscle
2019-08-08,Mets,• Brandon Nimmo,transferred to 60-day IL with stiff neck
2019-08-09,Giants,• Steven Duggar,transferred to 60-day IL with sprained AC joint in left shoulder
2019-08-11,Red Sox,• Steve Pearce,transferred to 60-day IL with strained lower back
2019-08-11,Yankees,• Giancarlo Stanton,transferred to 60-day IL with sprained PCL in right knee
2019-08-28,Padres,• Ian Kinsler,transferred to 60-day IL with herniated cervical disc in back
2019-08-30,Rays,• Yandy Diaz,transferred to 60-day IL with bruised left foot
2019-08-31,Pirates,• Gregory Polanco,transferred to 60-day IL with left shoulder inflammation
2019-09-01,Cardinals,• Lane Thomas,transferred to 60-day IL with fractured right wrist
2019-09-01,Indians,• Tyler Naquin,transferred to 60-day IL with torn ACL in right knee
2019-09-01,Tigers,• JaCoby Jones,transferred to 60-day IL with fractured left wrist
2019-09-02,Dodgers,• Tyler White,transferred to 60-day IL with strained right trapezius muscle in back
2019-09-03,Giants,• Pablo Sandoval,placed on 60-day IL with surgery on right elbow
2019-09-03,Marlins,• Brian Anderson,transferred to 60-day IL with fractured left finger
2019-09-03,Padres,• Fernando Tatis Jr.,transferred to 60-day IL with back spasms / stress reaction in lower back
2019-09-03,White Sox,• Jon Jay,transferred to 60-day IL with surgery on right hip
2019-09-05,Braves,• Alex Jackson,placed on 60-day IL with sprained left knee
2019-09-07,Mets,• Dominic Smith,transferred to 60-day IL with stress reaction in left foot
2019-09-07,Giants,• Zach Green,placed on 60-day IL with left hip impingement
2019-09-08,Pirates,• Jason Martin,placed on 60-day IL with dislocated left shoulder
2019-09-08,Nationals,• Spencer Kieboom,placed on 60-day IL with right elbow inflammation
2019-09-09,Athletics,• Luis Barrera,placed on 60-day IL recovering from surgery on right shoulder
2019-09-10,Twins,• Byron Buxton,placed on 60-day IL with left shoulder subluxation
2019-09-12,Royals,• Kelvin Gutierrez,placed on 60-day IL with fractured right toe
2019-09-14,Marlins,• JT Riddle,transferred to 60-day IL with strained right forearm
2019-09-17,Braves,• Charlie Culberson,placed on 60-day IL with fractured right cheekbone
2019-09-17,Phillies,• Corey Dickerson,placed on 60-day IL with fractured left foot
2019-09-18,Angels,• Luis Rengifo,placed on 60-day IL with fractured hamate bone in left hand
2019-09-20,Rangers,• Joey Gallo,transferred to 60-day IL recovering from surgery on right wrist to repair fracture
2019-09-25,Blue Jays,• Lourdes Gurriel Jr.,placed on 60-day IL recovering from appendectomy
2019-09-26,Mets,• Jeff McNeil,placed on 60-day IL with fractured right wrist
2019-09-28,Yankees,• Aaron Hicks,transferred to 60-day IL with strained flexor in right elbow
2019-09-29,Diamondbacks,• David Peralta,transferred to 60-day IL with surgery on right shoulder
2020-02-23,Red Sox,• Dustin Pedroia,placed on 60-day IL with left knee inflammation
2020-03-10,Giants,• Aramis Garcia,placed on 60-day IL with labrum injury in right hip
2020-06-28,Orioles,• Trey Mancini,placed on 60-day IL recovering from surgery for colon cancer and subsequent surgery and treatment
2020-06-28,Pirates,• Kevin Kramer,transferred to 60-day IL recovering from surgery on right hip
2020-07-14,Orioles,• Richie Martin,placed on 60-day IL with fractured right wrist
2020-07-15,Marlins,• Matt Joyce,placed on 10-day / 60-day IL
2020-07-16,Royals,• Kelvin Gutierrez,placed on 60-day IL with strained right elbow
2020-07-23,Cubs,• Daniel Descalso,placed on 60-day IL with sprained left ankle
2020-07-23,Pirates,• Luke Maile,placed on 10-day /60-day IL with fractured right index finger
2020-08-02,Mets,• Jed Lowrie,transferred to 60-day IL with discomfort in left knee
2020-08-07,Tigers,• Troy Stokes Jr.,placed on 60-day IL with fractured hamate bone in hand
2020-08-09,Pirates,• Phillip Evans,"placed on 60-day IL with fractured jaw, concussion"
2020-08-10,Royals,• Franchy Cordero,transferred to 60-day IL with fractured hamate bone in right wrist
2020-08-15,White Sox,• Leury Garcia,transferred to 60-day IL with sprained left thumb
2020-08-16,Mets,• Rene Rivera,transferred to 60-day IL with hyperextended left elbow
2020-08-18,Mariners,• Tom Murphy,transferred to 60-day IL with fractured metatarsal bone in left foot
2020-08-19,Tigers,• C.J. Cron,transferred to 60-day IL with surgery on left knee
2020-08-23,Astros,• Yordan Alvarez,transferred to 60-day IL with surgery on right knee to repair ligament damage
2020-08-28,Marlins,• Logan Forsythe,placed on 60-day IL with strained right oblique muscle
2020-08-29,Nationals,• Starlin Castro,transferred to 60-day IL with fractured right wrist
2020-08-29,Rays,• Brett Phillips,placed on 60-day IL
2020-08-30,Mets,• Eduardo Nunez,transferred to 60-day IL with bruised left knee
2020-08-31,Giants,• Joey Rickard,placed on 60-day IL with left elbow inflammation
2020-09-06,Pirates,• Anthony Alford,placed on 10-day / 60-day IL with fractured right elbow
2020-09-07,Marlins,• Harold Ramirez,transferred to 60-day IL with strained left hamstring
2020-09-08,Red Sox,• Andrew Benintendi,transferred to 60-day IL with strained right rib cage
2020-09-10,Marlins,• Francisco Cervelli,transferred to 60-day IL with concussion (out for season)
2020-09-10,Tigers,• JaCoby Jones,transferred to 60-day IL with fractured left hand
2020-09-15,Marlins,• Isan Diaz,placed on 60-day IL with strained left groin
2020-09-22,Tigers,• Jonathan Schoop,transferred to 60-day IL with sprained right wrist
2020-09-23,Rockies,• David Dahl,placed on 60-day IL with strained right shoulder
2020-09-28,Pirates,• Anthony Alford,transferred to 60-day IL placed on 10-day / 60-day IL with fractured right elbow
2020-09-28,Twins,• Nick Gordon,placed on 60-day IL
2020-10-13,Braves,• Adam Duvall,placed on 10-day / 60-day IL with strained left oblique
2021-03-08,Brewers,• Tim Lopes,placed on 60-day IL with strained right oblique
2021-03-16,Brewers,• Mark Mathias,placed on 60-day IL with surgery on right shoulder to repair torn labrum
2021-03-31,Angels,• Franklin Barreto,placed on 60-day IL with strained right elbow
2021-04-01,Mets,• Jose Martinez,placed on 60-day IL with torn meniscus in left knee
2021-04-01,White Sox,• Eloy Jimenez,placed on 60-day IL recovering from surgery to repaor torn left pectoral tendon
2021-04-11,Giants,• Jaylin Davis,placed on 60-day IL with patella tendinitis in left knee
2021-04-13,Angels,• Dexter Fowler,transferred to 60-day IL with torn ACL in left knee
2021-04-18,Rockies,• Chris Owings,transferred to 60-day IL with sprained left thumb
2021-04-25,Reds,• Aristides Aquino,transferred to 60-day IL with fractured hamate bone in left wrist
2021-04-26,Rangers,• Ronald Guzman,transferred to 60-day IL with surgery on right knee to repair torn meniscus
2021-04-27,Mariners,• Shed Long Jr.,transferred to 60-day IL with stress fracture in right shin
2021-05-02,Braves,• Travis d'Arnaud,placed on 60-day IL with sprained left thumb
2021-05-05,Cubs,• Austin Romine,transferred to 60-day IL with sprained left wrist
2021-05-08,Blue Jays,• Alejandro Kirk,transferred to 60-day IL with strained left hip flexor
2021-05-09,Padres,• Jorge Ona,transferred to 60-day IL with bone spurs in right elbow / right elbow inflammation
2021-05-09,Pirates,• Ke'Bryan Hayes,transferred to 60-day IL with jammed left wrist
2021-05-15,Diamondbacks,• Kole Calhoun,transferred to 60-day IL with strained left hamstring
2021-05-15,Dodgers,• Edwin Rios,transferred to 60-day IL with right shoulder inflammation
2021-05-15,Twins,• Jake Cave,placed on 60-day IL with stress reaction in lower back
2021-05-18,Giants,• Tommy La Stella,transferred to 60-day IL with strained left hamstring
2021-05-23,Indians,• Roberto Perez,transferred to 60-day IL with fractured right ring finger
2021-05-27,White Sox,• Luis Robert Jr.,transferred to 60-day IL with strained/torn flexor tendon in right hip
2021-05-30,Phillies,• Roman Quinn,placed on 60-day IL with torn left Achilles tendon
2021-05-30,Yankees,• Aaron Hicks,transferred to 60-day IL with sprained left wrist / torn tendon in left wrist
2021-05-31,Orioles,• Richie Martin,placed on 60-day IL with fractured left wrist
2021-06-07,Mariners,• Sam Haggerty,transferred to 60-day IL with right shoulder inflammation
2021-06-10,White Sox,• Nick Madrigal,placed on 60-day IL with surgery on right hamstring to repair proximal tear
2021-06-12,Brewers,• Travis Shaw,transferred to 60-day IL with dislocated left shoulder
2021-06-13,Reds,• Nick Senzel,transferred to 60-day IL with surgery on left knee
2021-06-14,Marlins,• Brian Anderson,transferred to 60-day IL with sublaxation of left shoulder
2021-06-16,Cubs,• P.J. Higgins,transferred to 60-day IL with strained right forearm
2021-06-17,Cardinals,• Max Moroff,transferred to 60-day IL with surgery on left shoulder
2021-06-17,Indians,• Jordan Luplow,transferred to 60-day IL with sprained left ankle
2021-06-18,Mariners,• Kyle Lewis,transferred to 60-day IL with torn meniscus in right knee
2021-06-19,Reds,• Mike Moustakas,transferred to 60-day IL with bruised right heel
2021-06-22,Mariners,• Evan White,transferred to 60-day IL with strained left hip flexor
2021-06-24,Braves,• Alex Jackson,transferred to 60-day IL with strained left hamstring
2021-06-25,Mets,• J.D. Davis,transferred to 60-day IL assigned to minors for rehab
2021-06-28,Angels,• Mike Trout,transferred to 60-day IL with strained right calf
2021-06-29,Cubs,• Matt Duffy,transferred to 60-day IL with strained lower back
2021-06-30,Cubs,• Jose Lobaton,placed on 60-day IL with sprained right shoulder
2021-06-30,Dodgers,• Corey Seager,transferred to 60-day IL with fractured right hand
2021-07-07,Indians,• Josh Naylor,transferred to 60-day IL with fractured/dislocated right ankle
